,airport,location,lat,lon
2173,Régina Airport,French Guiana,4.3130527999999995,-52.133573607074794
2174,Almirante Marcos A. Zar Airport,Iceland,64.9841821,-18.1059013
2175,Presidente Nicolau Lobato International Airport,Ivory Coast,-8.54759825,125.52229053330531
2176,Dimbokro Airport,Vietnam,6.65167,-4.6405602
2177,Dien Bien Phu Airport,Burkina Faso,21.3949535,103.00707322637953
2178,Diapaga Airport,Minas Gerais,12.0568008,1.7816841
2179,Divinópolis Airport,Ethiopia,-8.28230505,-36.01365640174178
2180,Aba Tenna Dejazmach Yilma International Airport,Republic of the Congo,9.625106200000001,41.85238477547875
2181,Dolisie Airport,Daman and Diu,-4.2071281,12.6593877
2182,Diu Airport,Ivory Coast,20.713587,70.92296517214575
2183,Divo Airport,Sri Lanka,5.7930561,-5.3544444
2184,Mawella Lagoon Seaplane Base,Turkey,38.9597594,34.9249653
2185,Diyarbakır Airport,Benin,37.89232495,40.19921443496927
2186,Djougou Airport,Indonesia,9.6922065,1.636236
2187,Sultan Thaha Airport,Tunisia,-1.6393648,103.6462869823346
2188,Djerba–Zarzis International Airport,Algeria,33.87548415,10.774032247264792
2189,Tiska Djanet Airport,United Arab Emirates,24.28071465,9.472883543175087
2190,Jebel Ali Seaplane Base,Indonesia,-2.4833826,117.8902853
2191,Sentani Airport,Republic of the Congo,-2.5789488499999997,140.51938694297075
2192,Djambala Airport,Alaska,-2.515203,14.755771029863677
2193,Delta Junction Airport,Ivory Coast,64.0488787,-145.7171901
2194,Andrews Field,Maryland,41.12214815,-73.39483229492893
2195,RAF Leuchars,Scotland,56.7861112,-4.1140518
2196,Alldays Airport,South Africa,-22.6776904,29.053385875431786
2197,Gustavo Rojas Pinilla International Airport,Colombia,12.583392799999999,-81.71154479692137
2198,Abemama Atoll Airport,Kiribati,0.490833,173.8289948
2199,Baise Bama Airport,Guangxi,23.72020885,106.96287736674941
2200,Adareil Airport,South Sudan,7.8699431,29.6667897
2201,Aek Godang Airport,Indonesia,1.3999603999999999,99.42983272544998
2202,Abéché Airport,Chad,13.8465726,20.849645040165157
2203,Aseki Airport,Papua New Guinea,-7.35184505,146.19432916826815
2204,Albert Lea Municipal Airport,Minnesota,43.6800949,-93.36737639309429
2205,Amgu Airport,Primorsky Krai,45.8414555,137.67364088576272
2206,Aioun el Atrouss Airport,Mauritania,20.2540382,-9.2399263
2207,Jorge Newbery Airpark,Krasnodar Krai,-34.5592566,-58.41467417233153
2208,Ar Horqin Airport,Norway,43.90797955,120.14934798559226
2209,Sochi International Airport,Alaska,43.4439551,39.9401100314183
2210,"Ålesund Airport, Vigra",Iran,62.56018535,6.113415709021158
2211,Allakaket Airport,Louisiana,66.55193399999999,-152.62144819086524
2212,Childress Municipal Airport,New South Wales,34.43410285,-100.29236415613664
2213,Castellón–Costa Azahar Airport,Alaska,40.2125456,0.07031151908468362
2214,Camden Airport,New Jersey,-34.0421677,150.68448434244112
2215,Merle K. (Mudhole) Smith Airport,Philippines,60.4916501,-145.47370526084313
2216,Essex County Airport,Kansas,40.8726655,-74.28376728765409
2217,Cagayan de Sulu Airport,Philippines,7.0133831,118.49617309833351
2218,Cessna Aircraft Field,California,36.7014631,-118.7559974
2219,Mactan–Cebu International Airport,South Australia,10.30991005,123.97917348699207
2220,Del Norte County Airport,Vologda Oblast,41.660117,-124.020273
2221,Ceduna Airport,Massachusetts,-32.130567549999995,133.70730954308243
2222,Cherepovets Airport,England,59.27783665,38.0206535432642
2223,Westover Metropolitan Airport,Malawi,42.196374399999996,-72.5301658621386
2224,Westover Air Reserve Base,Thailand,42.19563505,-72.5356558640193
2225,Hawarden Airport,Chelyabinsk Oblast,53.1796073,-2.9728660097029813
2226,Chelinda Airport,Alaska,-10.5575399,33.7979301
2227,Chiang Rai International Airport,Sonora,19.9480922,99.87945678537508
2228,Chelyabinsk Airport,Angola,55.2978292,61.5106586
2229,Central Airport,Bolivia,65.5736598,-144.7779019786591
2230,Ulaangom Airport,Queensland,49.973313,92.0794193
2231,Quilpie Airport,Colombia,-26.6116208,144.2559541
2232,Heriberto Gíl Martínez Airport,Colombia,2.8894434,-73.783892
2233,Mulatos Airport,Uganda,8.65,-76.75
2234,Gulu Airport,Ulyanovsk Oblast,2.8059457500000002,32.271802005114516
2235,Ulyanovsk Baratayevka Airport,South Africa,54.26913165,48.22491282168592
2236,Ulusaba Airstrip,Ulyanovsk Oblast,54.1463177,47.2324921
2237,Ulyanovsk Vostochny Airport,Mongolia,54.4035017,48.80219361955973
2238,Donoi Airport,Cuba,47.7078876,96.52722100969493
2239,Punta de Maisí Airport,Papua New Guinea,20.2432194,-74.1469816
2240,Umba Airport,Sweden,66.6948939,34.3811707
2241,Umeå Airport,Peru,63.7903095,20.288655093670805
2242,Quince Mil Airport,Alaska,-13.2329945,-70.7537431
2243,Summit Airport,South Australia,39.51992885,-75.7248139902047
2244,RAAF Woomera Airfield,Yakutia,66.941626,129.642371
2245,Ust-Maya Airport,Alaska,60.356989,134.4363971888119
2246,Umiat Airport,Paraná,69.3707804,-152.1390961
2247,Orlando de Carvalho Airport,Ukraine,49.4871968,31.2718321
2248,Sumy Airport,Comandatuba Island,50.8592525,34.765882205195204
2249,NAES Lakehurst,Florida,27.7567667,-81.4639835
2250,NOLF Whitehouse,Yakutia,66.941626,129.642371
2251,Chulman Neryungri Airport,Laos,56.91109995,124.89788237181267
2252,Nathong Airport,Saint Kitts and Nevis,20.41857465,104.06716456144291
2253,Vance W. Amory International Airport,Louisiana,17.20489475,-62.592008144838786
2254,Lakefront Airport,Khanty-Mansi Autonomous Okrug,40.1565907,-74.4570348
2255,Nefteyugansk Airport,Nevada,61.108630250000004,72.64769441490972
2256,NAS Fallon,Tonga,-19.9160819,-175.2026424
2257,Niuafo'ou Airport,Libya,-15.5711971,-175.63031370166493
2258,Nafoora Airport,New South Wales,29.21341195,21.591804755105724
2259,Young Airport,Zhejiang,41.1644805,-90.5573562
2260,Ningbo Lishe International Airport,British Overseas Territory,29.82593185,121.45798598355051
2261,Auguste George Airport,Cameroon,18.7277124,-64.32864252869577
2262,Ngaoundéré Airport,Hawaii,7.3458206,13.5540051
2263,MCAS Kaneohe Bay,Fiji,-18.1239696,179.0122737
2264,Gau Airport,Sakhalin Oblast,26.111372250000002,91.58297415485129
2265,Ensenada Airport,Washington,31.7959645,-116.5990831
2266,Esler Airfield,Baja California,30.0338923,-115.1425107
2267,Dr. Luis María Argaña International Airport,Louisiana,-22.047942499999998,-60.62174247722405
2268,Shoreham Airport,Paraguay,50.83351595,-0.29060996051682675
2269,Espinosa Airport,England,12.36980505,123.63027667176294
2270,Eskişehir Airport,Minas Gerais,39.45327445,31.36144084041601
2271,Elista Airport,Turkey,46.371955549999996,44.337702209910695
2272,Carlos Concha Torres International Airport,Kalmykia,46.2313018,45.3275745
2273,Easton Airport,Ecuador,40.74148805,-75.24292005990054
2274,Ohkay Owingeh Airport,Maryland,36.0252426,-106.0456675
2275,Stroudsburg–Pocono Airport,New Mexico,41.0358215,-75.16021639668668
2276,Ricardo García Posada Airport,Pennsylvania,40.9699889,-77.7278831
2277,Essen/Mülheim Airport,Chile,51.40281525,6.9379637598421136
2278,Estherville Municipal Airport,North Rhine-Westphalia,43.40718,-94.7463722
2279,Essaouira-Mogador Airport,Iowa,31.399283599999997,-9.682784663461774
2280,Easton State Airport,Morocco,47.2541,-121.1871
2281,West Bend Municipal Airport,Washington,43.4210308,-88.13104872814705
2282,Ponta do Ouro Airport,New Caledonia,-26.8285522,32.8377075
2283,Pandie Pandie Airport,Mozambique,-26.1219088,139.4045515
2284,Faz Taua Airport,South Australia,-30.5343665,135.6301212
2285,Minangkabau International Airport,Bahia,-0.78827055,100.28303969262967
2286,Pindiu Airport,Indonesia,-6.4452808,147.51611548291487
2287,DeKalb–Peachtree Airport,Papua New Guinea,33.8759268,-84.30284468593007
2288,João Paulo II Airport,Georgia,37.743595150000004,-25.701902131961084
2289,Pedasí Airport,Azores,7.5576369,-80.02369488499232
2290,Parndana Airport,Panama,8.559559,-81.1308434
2291,Pendopo Airport,South Australia,-3.2860701,103.8799973
2292,Capitán de Corbeta Carlos A. Curbelo International Airport,Indonesia,-2.4833826,117.8902853
2293,Presidente Dutra Airport,Uruguay,-5.3075836,-44.4858434
2294,Piedras Negras International Airport,Maranhão,28.6270671,-100.53617661244505
2295,Eastern Oregon Regional Airport,Coahuila,45.696233899999996,-118.84198828544702
2296,Tydeo Larre Borges International Airport,Oregon,43.9792797,-120.737257
2297,Plovdiv Airport,Uruguay,42.07693315,24.844065616554147
2298,Portland International Airport,Bulgaria,45.587132600000004,-122.59277984939183
2299,Fontanges Airport,Quebec,54.5546983,-71.16879815979456
2300,Fort Hope Airport,Quebec,51.5615715,-87.90900401255813
2301,Fort MacKay/Firebag Aerodrome,Ontario,57.26543025,-110.9750717809142
2302,Wekweètì Airport,Alberta,64.1930455,-114.076634
2303,Fort Reliance Water Aerodrome,Northwest Territories,65.0000004,-118.0
2304,Flin Flon Airport,Northwest Territories,54.6781006,-101.6819992
2305,Fort Resolution Airport,Manitoba,61.1808014,-113.6900024
2306,Fort Simpson Airport,Northwest Territories,61.7609797,-121.23533019323654
2307,Taipa Ferry Terminal,Northwest Territories,22.1630284,113.573821
2308,St. Lewis (Fox Harbour) Airport,Macau,52.373095250000006,-55.67372592836726
2309,Texada/Gillies Bay Airport,Newfoundland and Labrador,49.6941986,-124.5179977
2310,Grande Cache Airport,British Columbia,53.91684925,-118.87270502477494
2311,Gorge Harbour Water Aerodrome,Alberta,55.001251,-115.002136
2312,Ganges Water Aerodrome,British Columbia,48.8544222,-123.4970719
2313,Fort Good Hope Airport,British Columbia,66.2425682,-128.6477137
2314,Miho–Yonago Airport,Northwest Territories,65.0000004,-118.0
2315,Kingston/Norman Rogers Airport,Honshu,44.22465785,-76.59772452101123
2316,Powell Lake Water Aerodrome,British Columbia,55.001251,-125.002441
2317,Wipim Airport,Papua New Guinea,-8.7882204,142.8820038
2318,North Fork Valley Airport,Colorado,38.8317586,-107.6458713
2319,Capitán Fuentes Martínez Airport,Chile,-31.7613365,-71.3187697
2320,Guardiamarina Zañartu Airport,Chile,-31.7613365,-71.3187697
2321,Warder Airport,Ethiopia,6.9755902,45.3371073
2322,Robins Air Force Base,Georgia,32.617825800000006,-83.57707458530038
2323,Whangarei Airport,New Zealand,-35.76978905,174.3612111575483
2324,Wrangell Airport,Alaska,56.4861846,-132.3771272
2325,McGuire Air Force Base,New Jersey,40.0172727,-74.59013963074867
2326,Worland Municipal Airport,Wyoming,43.9613428,-107.95100166712047
2327,Windarling Airport,Western Australia,-30.031651099999998,119.38368131919077
2328,Copernicus Airport Wrocław,Poland,51.1075552,16.8756697
2329,Warton Aerodrome,England,53.7440449,-2.8863127
2330,Warrawagine Airport,Western Australia,-20.8437035,120.7029244
2331,Westray Airport,Scotland,59.350831400000004,-2.9490450908151673
2332,Weerawila Airport,Sri Lanka,6.2549046,81.23430925488768
2333,Wasua Airport,Papua New Guinea,-5.6816069,144.2489081
2334,RNZAF Base Ohakea,Madagascar,-40.205703299999996,175.38742875291032
2335,Ambohibary Airport,North Macedonia,-18.915993,48.220969
2336,"Ohrid ""St. Paul the Apostle"" Airport",Heilongjiang,41.1796167,20.743089436092536
2337,Mohe Gulian Airport,Sakhalin Oblast,52.918626950000004,122.4209027959221
2338,Okha Airport,Namibia,53.51637295,142.87331907232237
2339,Oshakati Airport,Khabarovsk Krai,-17.79785,15.6998164
2340,Okhotsk Airport,Schleswig-Holstein,59.4146789,143.0610668618676
2341,Wyk auf Föhr Airport,Oman,54.6869893,8.529754129335199
2342,Sohar Airport,Pakistan,24.387663699999997,56.62144640474912
2343,PAF Base Kohat,Pará,-4.7493933,-52.8973006
2344,Ourilândia do Norte Airport,New York,-6.7631001,-51.0499001
2345,Lt. Warren Eaton Airport,Izu Islands,42.5663937,-75.5247528
2346,Oshima Airport,Okushiri Island,34.7827315,139.3606535
2347,Okushiri Airport,Kyushu,42.0717999,139.43326173951368
2348,Oita Airport,Kansas,33.478623,131.7363812
2349,Johnson County Executive Airport,Tojo Una-Una Regency,38.8483415,-94.738015
2350,Tanjung Api Airport,Ryukyu Islands,-0.8652692,121.6242237137831
2351,Mason City Municipal Airport,Dagestan,43.16076005,-93.32773199760902
2352,Uytash Airport,Queensland,42.8170863,47.65527927664046
2353,Sunshine Coast Airport,Alagoas,-26.59467215,153.0834615909481
2354,Zumbi dos Palmares International Airport,Belize,16.8259793,-88.7600927
2355,Melinda Airport,Indonesia,17.0023157,-88.3018625
2356,Bereina Airport,Papua New Guinea,-5.6816069,144.2489081
2357,Benbecula Airport,Papua New Guinea,57.4807797,-7.365274894300093
2358,Beech Factory Airport,Scotland,35.2521971,-120.6615605
2359,Laurence G. Hanscom Field,Kansas,42.46936025,-71.28399800855395
2360,Beagle Bay Airport,Massachusetts,-17.01647175,122.64629874624345
2361,Bluefields Airport,Western Australia,11.9904163,-83.77468924920983
2362,Belgrade Nikola Tesla Airport,Nicaragua,44.81827625,20.302391197720187
2363,Southwest Michigan Regional Airport,Serbia,42.1279351,-86.4229718917704
2364,Beica Airport,Michigan,9.3885839,34.52092463732592
2365,Kalimarau Airport,Ethiopia,2.14858405,117.43289150348801
2366,Bareilly Airport,Indonesia,26.25015565,81.38078040307298
2367,Val de Cans International Airport,Uttar Pradesh,-1.37988995,-48.47969565923692
2368,Beni Mellal Airport,Pará,-4.7493933,-52.8973006
2369,Benina International Airport,Morocco,32.1011324,20.27332790949631
2370,Lake Macquarie Airport,Libya,-33.0658561,151.64683995603127
2371,Louis Trichardt Airport,Honduras,-23.05874505,29.862167383548332
2372,Golosón International Airport,Guatemala,15.7429563,-86.8577510258731
2373,Río Dulce Airport,Galicia,15.6684038,-88.96211618968124
2374,A Coruña Airport,Louisiana,43.300259499999996,-8.379608542189715
2375,Lake Charles Regional Airport,New Hampshire,30.1279008,-93.2245961
2376,Laconia Municipal Airport,Poland,43.57467665,-71.41256947405863
2377,Łódź Władysław Reymont Airport,Ohio,40.2253569,-82.6881395
2378,Rickenbacker International Airport,Cuba,39.8128473,-82.93494239533075
2379,La Coloma Airport,Córdoba,44.0133073,-89.5248453
2380,La Cumbre Airport,South Australia,-31.0051339,-64.52853486837607
2381,Balcanoona Airport,Republic of the Congo,-30.5349998,139.3370056
2382,Lague Airport,Neuquén,-2.45,14.533
2383,Loncopué Airport,Florida,-38.08149105,-70.64557894377303
2384,Lake City Gateway Airport,Colombia,30.1783049,-82.57933842911376
2385,La Chorrera Airport,Hebei,9.0668011,-79.38150311738514
2386,Kadanwari Airport,Pakistan,27.2056908,69.14420755137438
2387,Kuching International Airport,Alaska,1.4881704,110.34889746366579
2388,Komaio Airport,Sarawak,2.3926225,113.646867
2389,Kirensk Airport,Papua New Guinea,57.7716853,108.06098153387876
2390,Chignik Lagoon Airport,Irkutsk Oblast,56.310981999999996,-158.5344975
2391,Kahramanmaraş Airport,Alaska,37.53790305,36.95420831382031
2392,Chernofski Harbor Seaplane Base,Turkey,53.4021001,-167.5158109
2393,Cengiz Topel Naval Air Station,Alaska,64.4459613,-149.680909
2394,Kamianets-Podilskyi Airport,Turkey,48.69552365,26.609296393407057
2395,Chignik Lake Airport,Ukraine,56.2554722,-158.7704508
2396,Colorado Creek Airport,Alaska,63.5673168,-156.0038862
2397,Kings Creek Station Airport,Alaska,-24.4210925,131.81965390093023
2398,Jiayuguan Airport,Gansu,39.8569785,98.34225512387798
2399,Jinggangshan Airport,Jiangxi,28.0,116.0
2400,Senai International Airport,Johor,1.64075465,103.66676752978722
2401,Xishuangbanna Gasa Airport,Yunnan,21.974778450000002,100.76424856277634
2402,Fort MacKay/Albian Aerodrome,Alberta,57.2304195,-111.4272347
2403,Kapalua Airport,Hawaii,20.9629093,-156.67323504397928
2404,Sisimiut Airport,Greenland,66.9508865,-53.72691239490176
2405,Chautauqua County-Jamestown Airport,New York,42.15288405,-79.25725911429402
2406,Juína Airport,Mato Grosso,-11.4178015,-58.708327
2407,Djibouti–Ambouli International Airport,Djibouti,11.5485971,43.15717234655588
2408,Vodochody Airport,Madagascar,50.21506375,14.404049790898023
2409,Volgograd International Airport,Liberia,48.78309505,44.34743286322961
2410,Vohemar Airport,Wisconsin,-13.3720846,50.0000711
2411,Voinjama Airport,Greece,8.325469850000001,-9.768881466259788
2412,Volk Field Air National Guard Base,São Paulo,43.9367691,-90.25257
2413,Nea Anchialos National Airport,Voronezh Oblast,50.9800393,40.1506507
2414,Votuporanga Airport,Angola,-20.456004999999998,-50.00115310477351
2415,Voronezh International Airport,Kenya,51.8151687,39.22139040723355
2416,Ondjiva Pereira Airport,Iceland,-17.0431386,15.681638908020723
2417,Vipingo Airport,Fort Walton Beach,-3.8153992,39.7967284
2418,Vopnafjörður Airport,Mozambique,65.7198681,-14.851202040101853
2419,Destin–Fort Walton Beach Airport,Indiana,30.4954202,-86.549503
2420,Eglin Air Force Base,Florida,30.461382,-86.54683438472551
2421,Chimoio Airport,Puerto Rico,-19.149647950000002,33.429164665117966
2422,Ivano-Frankivsk International Airport,Arizona,48.8816,24.6883937
2423,Laughlin/Bullhead International Airport,Raa Atoll,35.1546111,-114.5593333
2424,Ifuru Airport,Bahamas,5.7076162,73.0252199
2425,Inagua Airport,Río Negro,20.97447,-73.66096105058631
2426,Ingeniero Jacobacci Airport,Turkey,-41.3186372,-69.5750169409946
2427,Iğdır Airport,Gabon,39.97483165,43.88290843831873
2428,Tchongorove Airport,Alaska,64.4459613,-149.680909
2429,Igiugig Airport,Queensland,59.3251656,-155.8999872
2430,Ingham Airport,Turkey,-18.6637694,146.1506453
2431,Çiğli Air Base,Arizona,34.395342,-111.7632755
2432,Kingman Airport,Philippines,35.2601902,-113.93766340065625
2433,Maria Cristina Airport,Colombia,8.1304689,124.21504596557492
2434,Havadarya Airport,South Africa,-28.8166236,24.991639
2435,Air Force Base Hoedspruit,Thailand,-24.35263265,31.037119215086012
2436,Hat Yai International Airport,Afghanistan,6.936405199999999,100.39398586039178
2437,Herat International Airport,Myanmar,34.213863950000004,62.225577248174076
2438,Hinthada Airport,Alaska,64.4459613,-149.680909
2439,Herendeen Bay Airport,Arkansas,55.8013889,-160.8991667
2440,Thompson–Robbins Airport,Myanmar,34.579817399999996,-90.67727103008193
2441,Heho Airport,Büsum,20.75263245,96.79217437426055
2442,Heide–Büsum Airport,Heilongjiang,54.153150499999995,8.901812059549087
2443,Heihe Airport,Finland,50.1724866,127.30883129215323
2444,Helsinki Airport,Finland,60.32135905,24.947206800038444
2445,Helsinki-Malmi Airport,Papua New Guinea,60.252,25.0448
2446,Haelogo Airport,Greece,38.9953683,21.9877132
2447,Heraklion International Airport,Oregon,35.3370262,25.18097892492282
2448,Grand Canyon Bar 10 Airport,Arizona,34.395342,-111.7632755
2449,Grand Canyon West Airport,Tennessee,35.987967499999996,-113.81759111634557
2450,Greeneville–Greene County Municipal Airport,Central African Republic,36.1917687,-82.8168203
2451,Gounda Airport,South Carolina,33.6874388,-80.4363743
2452,Donaldson Center Airport,Western Australia,34.7581607,-82.3753114
2453,Gordon Downs Airport,Ethiopia,-18.6781006,128.5919952
2454,Gode Airport,Amur Oblast,5.9342919,43.576959
2455,Magdagachi Airport,Alaska,53.47645795,125.79374691860171
2456,Golden Horn Lodge Seaplane Base,Central African Republic,59.7398727,-158.8576675139507
2457,Gordil Airport,Democratic Republic of the Congo,9.5826553,21.7270535
2458,Gandajika Airport,Jalisco,-6.781901250000001,23.961744299042763
2459,Guadalajara International Airport,Massachusetts,42.3788774,-72.032366
2460,Gardner Municipal Airport,Poland,42.5513957,-72.01558746825279
2461,Gdańsk Lech Wałęsa Airport,Venezuela,8.0018709,-66.1109318
2462,Guasdualito Airport,Piauí,7.21055505,-70.75748495008767
2463,Guadalupe Airport,Ethiopia,16.26563115,-61.52760790716145
2464,First Flight Airport,North Carolina,36.0176628,-75.67153016364745
2465,RAF Fairford,England,51.685383200000004,-1.7813921945514295
2466,Fairfield Municipal Airport,Iowa,38.380867,-88.4073587
2467,Fergus Falls Municipal Airport,Minnesota,46.2850922,-96.15529371065404
2468,Wright-Patterson Air Force Base,Ohio,39.820309249999994,-84.05101746541155
2469,Capital City Airport,Kentucky,42.778071249999996,-84.58586005736913
2470,Futaleufú Airfield,Chile,-31.7613365,-71.3187697
2471,Fderik Airport,Mauritania,22.6733397,-12.7288263
2472,Fagali'i Airport,Upolu Island,-13.8495609,-171.73900401758772
2473,Fangatau Airport,Tuamotus,-15.8198996,-140.8869934
2474,Sierra Vista Municipal Airport,Arizona,31.59086695,-110.34654386985318
2475,Fakahina Airport,Tuamotus,-15.9916371,-140.1647412
2476,Elizabeth Field,New York,40.7665096,-89.4589885
2477,Fair Isle Airport,Scotland,59.5347796,-1.6284978260484486
2478,Fria Airport,Guinea,10.3515213,-13.5691599
2479,N'djili Airport,Democratic Republic of the Congo,-4.3267726,15.3280693
2480,Finke Airport,Northern Territory,51.85304155,6.814809644872492
2481,Fillmore Municipal Airport,Utah,43.81406595,-91.82933166546536
2482,Tanda Tula Airport,Papua New Guinea,-24.30091475,31.290096012997772
2483,Samangoky Airport,South Africa,-21.7011252,43.7288386
2484,Tradewind Airport,Madagascar,35.171097200000006,-101.82690629282857
2485,Trat Airport,Texas,12.2808021,102.3236367
2486,Toledo Executive Airport,Thailand,41.564954,-83.48180074828176
2487,Tela Airport,Ohio,15.7429563,-86.8577510258731
2488,Teterboro Airport,Honduras,40.84951,-74.06353615015186
2489,Telêmaco Borba Airport,New Jersey,-24.31768605,-50.651774285361476
2490,Thisted Airport,Paraná,57.0698586,8.698246553187925
2491,Cheikh Larbi Tébessi Airport,Denmark,35.43127685,8.122463875048098
2492,Telfer Airport,Algeria,-21.7139933,122.22815627252444
2493,Tenkodogo Airport,Western Australia,11.7998008,-0.3707639
2494,Tetlin Airport,Burkina Faso,63.1255324,-142.5213126
2495,Tezu Airport,Alaska,27.9426344,96.13487309149708
2496,Tatitlek Airport,Arunachal Pradesh,60.8661111,-146.6838889
2497,Telupid Airport,Alaska,5.9559637,116.6793387
2498,Temora Airport,Sabah,-34.42399035,147.51409013411146
2499,Tongren Fenghuang Airport,New South Wales,27.8867808,109.31199518412826
2500,Suceava International Airport,Romania,47.68804525,26.352417979745226
2501,Syktyvkar Airport,Komi Republic,61.6490084,50.84603422097877
2502,Salina Cruz Airport,Oaxaca,16.208065,-95.2025475
2503,San Cristóbal Airport,Galápagos Islands,-30.2642,-61.2203
2504,Santa Cruz/Graciosa Bay/Luova Airport,Solomon Islands,-9.7354344,162.8288542
2505,Air Force Base Langebaanweg,South Africa,-32.971896349999994,18.155809752934463
2506,Sand Creek Airport,Guyana,34.6885671,-81.6389752595568
2507,Lubango Mukanka Airport,Angola,-14.925853400000001,13.578145012757119
2508,Vicecomodoro Ángel de la Paz Aragonés Airport,Santiago del Estero,-27.6431016,-63.5408542
2509,Louisville International Airport,Kentucky,38.1716962,-85.73540756381095
2510,Sanandaj Airport,Iran,35.24422965,47.00843216879682
2511,Santa Rosa de Copán Airport,Honduras,15.1766672,-88.4899979
2512,Saidor Airport,Papua New Guinea,-5.95524625,146.56268113626976
2513,Sendai Airport,Honshu,38.138254849999996,140.9299361810537
2514,Sandakan Airport,Sabah,5.89985265,118.05809190609183
2515,Orenburg Tsentralny Airport,Chubut,-43.7128356,-68.7461817
2516,Rome State Airport,Orenburg Oblast,42.5797003,-117.8848623
2517,Siem Reap International Airport,Oregon,13.4101034,103.81303497995184
2518,Reko Diq Airport,Cambodia,28.9708004,62.4333
2519,Retalhuleu Airport,Pakistan,14.523602449999998,-91.69548446910693
2520,Resistencia International Airport,Guatemala,-27.4476154,-59.05377708929865
2521,Røst Airport,Chaco,67.52652115000001,12.104971267238158
2522,Reus Airport,Norway,41.1464121,1.1574354225597268
2523,Churhata Airport,Catalonia,41.8523094,1.5745043
2524,General Lucio Blanco International Airport,Madhya Pradesh,26.0094371,-98.2281221
2525,Reyes Airport,Tamaulipas,-14.3019666,-67.35287654152539
2526,Resende Airport,Bolivia,-22.47648205,-44.47666951421237
2527,Rafaï Airport,Rio de Janeiro,4.9885029,23.9275417
2528,Chicago Rockford International Airport,Central African Republic,42.1966203,-89.10185948684004
2529,Rooke Field,Illinois,28.2936774,-97.32525570722461
2530,Rollang Field,Texas,32.9542936,-90.8459333
2531,Raufarhöfn Airport,Mississippi,66.40564175,-15.921487347364229
2532,Daloa Airport,Iceland,6.7935335,-6.472894296164382
2533,Djúpivogur Airport,Nigeria,64.6430303,-14.2775558
2534,Katsina Airport,Queensland,13.0057213,7.659455216289262
2535,Dunk Island Airport,New York,-17.9371869,146.140759
2536,Chautauqua County/Dunkirk Airport,Senegal,42.4933908,-79.2717085
2537,Léopold Sédar Senghor International Airport,Krasnoyarsk Krai,63.3233807,97.0979974
2538,Dikson Airport,Northern Territory,73.51668275,80.37453517180555
2539,Docker River Airport,Cameroon,-24.859699650000003,129.12215688442302
2540,Douala International Airport,Papua New Guinea,4.01357,9.716386661669063
2541,Dalbertis Airport,Liaoning,40.9975197,122.9955469
2542,Dalian Zhoushuizi International Airport,Franche-Comté,38.964101400000004,121.54156471006017
2543,Dole–Jura Airport,Texas,47.04167995,5.427622738179507
2544,Laughlin Air Force Base,Alaska,29.3614054,-100.7785721
2545,Dillingham Airport,Minnesota,59.0433568,-158.5112028
2546,Duluth International Airport,Vietnam,46.84183845,-92.20329684929376
2547,Lien Khuong Airport,South Australia,11.75041865,108.36116617976187
2548,Abu Musa Airport,Iceland,25.8770126,55.03461893367955
2549,Alexandria International Airport,Mendoza,31.329273649999998,-92.5409237515579
2550,Akureyri Airport,South Africa,65.65698725,-18.070607963213174
2551,San Rafael Airport,Colorado,-14.2820767,-70.3841977
2552,Port Alfred Airport,Colombia,-33.5569345,26.88323616458021
2553,United States Air Force Academy,Sri Lanka,38.9984961,-104.8540895
2554,Amalfi Airport,Mato Grosso,6.8953157,-75.0467996
2555,Ciudad Obregón International Airport,Provence-Alpes-Côte d'Azur,27.39253455,-109.8324332101692
2556,Waco Kungo Airport,Lower Normandy,-11.4256453,15.1044352
2557,Concepción Airport,New South Wales,-27.3454342,-65.6179733
2558,Cannes – Mandelieu Airport,Pays de la Loire,43.5479587,6.959813401362742
2559,Cherbourg – Maupertus Airport,South Carolina,49.649287799999996,-1.468505704176899
2560,Cessnock Airport,Indiana,-32.7865136,151.3387895425102
2561,Cholet Le Pontreau Airport,Florida,47.0818905,-0.8768941382033824
2562,Oconee County Regional Airport,Alaska,34.6715126,-82.88667459491428
2563,Mettel Field,Kentucky,39.7005276,-85.13223550372308
2564,Bob Sikes Airport,Colorado,30.7800302,-86.52231696990623
2565,Chena Hot Springs Airport,Rio de Janeiro,65.0523003,-146.0476299
2566,Murray-Calloway County Airport,Santa Catarina,-27.0628367,-51.114965
2567,Cortez Municipal Airport,Texas,37.3043669,-108.6276045
2568,Cabo Frio International Airport,Auvergne,-22.923312199999998,-42.07650213655747
2569,Caçador Airport,Angola,-26.7886535,-50.940321075732726
2570,Mena Intermountain Municipal Airport,Colombia,34.5443206,-94.2078223
2571,Una-Comandatuba Airport,Afghanistan,-15.3551998,-38.9990005
2572,Unguía Airport,Lesotho,-29.6039267,28.3350193
2573,Kunduz Airport,Papua New Guinea,36.66430175,68.91431620383656
2574,Qacha's Nek Airport,Saint Vincent and the Grenadines,-30.11048495,28.670915312501076
2575,Kiunga Airport,Alaska,-6.1260596,141.2814601067169
2576,Union Island Airport,Thailand,12.6002486,-61.41235080206093
2577,Unalakleet Airport,Mongolia,63.890888849999996,-160.8010690245273
2578,Ranong Airport,Scotland,,
2579,Öndörkhaan Airport,Wisconsin,47.303980100000004,110.60628284326327
2580,Unst Airport,Tuamotus,60.7475983,-0.8532495
